4999;1360;7004
5002;9487;5634
4996;6611;3259
5005;4738;885
4993;2866;8510
5008;6976;7580
4990;4100;5206
5011;2227;2831
4987;355;457
5014;8483;5069
4984;5606;2695
5017;7752;320
4981;5879;7946
5020;4007;6576
4978;1130;4201
5023;9258;5844
4975;3368;3470
5026;1496;2100
4972;8619;9725
5029;6747;7351
4969;4875;4977
5032;7020;9589
4966;4144;7214
5035;2271;4840
4963;399;2466
5038;8527;5113
4960;5650;2739
5041;9760;364
4957;7888;7990
5044;6016;6620
4954;3139;4245
5047;1267;7853
4951;3412;5479
5050;1540;4109
4948;8663;1734
5053;6791;9360
4945;4919;6985
5056;9029;9633
4942;6152;7258
5059;4280;4884
4939;2408;2510
5062;536;7122
4936;7659;4747
5065;7664;2373
4933;5791;9999
5068;3919;8629
4930;1042;6254
5071;9170;5756
4927;3280;3382
5074;1408;2012
4924;8531;9638
5077;6659;7263
4921;4787;4889
5080;6932;9501
4918;4056;7127
5083;2183;4752
4915;311;2378
5086;8439;5025
4912;5562;2651
5089;9672;276
4909;7800;7902
5092;5928;6532
4906;3051;4157
5095;1179;7765
4903;3324;5391
5098;1452;4021
4900;8575;1646
5101;6703;9272
4897;4831;6897
5104;8941;9545
4894;6064;7170
5107;4192;4796
4891;2320;2422
5110;448;7034
4888;7571;4660
5113;9716;2285
4885;7844;9911
5116;5972;8541
4882;3095;6166
5119;1223;7809
4879;5333;5435
5122;3461;4065
4876;584;1690
5125;8712;9316
4873;6840;6941
5128;6844;1554
4870;3968;9179
5131;2095;6805
4867;223;4430
5134;8351;4937
4864;5474;2563
5137;9584;188
4861;7712;7814
5140;5840;6444
4858;2963;4069
5143;1091;7677
4855;3236;5303
5146;1364;3933
4852;8487;1558
5149;6615;9184
4849;4743;6809
5152;8853;9457
4846;5976;7083
5155;4104;4708
4843;2232;2334
5158;360;6946
4840;7483;4572
5161;9628;2197
4837;7756;9823
5164;5884;8453
4834;3007;6078
5167;1135;7721
4831;5245;5347
5170;3373;3977
4828;496;1602
5173;8624;9228
4825;6752;6853
5176;8897;1466
4822;6020;9091
5179;4148;6717
4819;2276;4342
5182;404;6990
4816;7527;4616
5185;1637;2241
4813;9765;9867
5188;7893;8497
4810;5016;6122
5191;3144;9730
4807;3148;7356
5194;1276;5986
4804;8399;3611
5197;6527;1237
4801;4655;8862
5200;8765;9369
4798;5888;6995
5203;4016;4620
4795;2144;2246
5206;272;6858
4792;7395;4484
5209;9540;2109
4789;7668;9735
5212;5796;8365
4786;2919;5990
5215;1047;7633
4783;5157;5259
5218;3285;3889
4780;408;1514
5221;8536;9140
4777;6664;6765
5224;8809;1378
4774;5932;9003
5227;4060;6629
4771;2188;4254
5230;316;6902
4768;7439;4528
5233;1549;2153
4765;9677;9779
5236;7805;8409
4762;4928;6034
5239;3056;9642
4759;5201;7268
5242;3329;5898
4756;452;3523
5245;8580;1149
4753;6708;8774
5248;818;1422
4750;7941;9047
5251;6069;6673
4747;4197;4298
5254;2324;8911
4744;9448;6536
5257;8016;4162
4741;6143;1787
5260;4271;417
4738;1394;8043
5263;9522;8208
4735;3632;5833
5266;1760;4463
4732;8883;2089
5269;7011;9714
4729;5139;7340
5272;7284;1952
4726;4408;9578
5275;2535;7203
4723;663;4829
5278;8791;7477
4720;5914;5102
5281;24;2728
4717;8152;353
5284;6280;8983
4714;3403;6609
5287;1531;217
4711;3676;7842
5290;1804;6472
4708;8927;4098
5293;7055;1723
4705;5183;9349
5296;9293;1996
4702;6416;9622
5299;4544;7247
4699;2672;4873
5302;800;9485
4696;7923;7111
5305;68;4736
4693;8196;2362
5308;6324;992
4690;3447;8617
5311;1575;261
4687;5685;7886
5314;3813;6516
4684;936;4142
5317;9064;1767
4681;7192;9393
5320;7196;4005
4678;4320;1631
5323;2447;9256
4675;575;6882
5326;8703;7389
4672;5826;5014
5329;9936;2640
4669;8064;265
5332;6192;8895
4666;3315;6521
5335;1443;129
4663;3588;7754
5338;1716;6384
4660;8839;4010
5341;6967;1635
4657;5095;9261
5344;9205;1908
4654;6328;9534
5347;4456;7159
4651;2584;4785
5350;712;9397
4648;7835;7023
5353;9980;4648
4645;8108;2274
5356;6236;904
4642;3359;8529
5359;1487;173
4639;5597;7798
5362;3725;6428
4636;848;4054
5365;8976;1679
4633;7104;9305
5368;9249;3917
4630;6372;1543
5371;4500;9168
4627;2628;6794
5374;756;9441
4624;7879;7067
5377;1989;4692
4621;117;2318
5380;8245;948
4618;5368;8573
5383;3496;2181
4615;3500;9807
5386;1628;8437
4612;8751;6062
5389;6879;3688
4609;5007;1314
5392;9117;1820
4606;6240;9446
5395;4368;7071
4603;2496;4697
5398;624;9309
4600;7747;6935
5401;9892;4560
4597;8020;2186
5404;6148;816
4594;3271;8441
5407;1399;85
4591;5509;7710
5410;3637;6340
4588;760;3966
5413;8888;1591
4585;7016;9217
5416;9161;3829
4582;6284;1455
5419;4412;9080
4579;2540;6706
5422;668;9353
4576;7791;6979
5425;1901;4604
4573;29;2230
5428;8157;860
4570;5280;8485
5431;3408;2093
4567;5553;9719
5434;3681;8349
4564;804;5974
5437;8932;3600
4561;7060;1226
5440;1170;3873
4558;8293;1499
5442;1672;4375
4555;4549;6750
5445;6923;9626
4552;9800;8988
5448;5055;1864
4549;7932;4239
5451;307;7115
4546;3183;494
5454;6562;5248
4543;5421;7622
5457;7796;499
4540;672;3878
5460;4051;6754
4537;6928;9129
5463;9302;7988
4534;6196;1367
5466;9575;4243
4532;6699;1869
5469;4826;9494
4529;2954;7120
5472;7064;9768
4526;4188;7393
5475;2315;5019
4523;443;2644
5478;8571;7257
4520;5694;4882
5481;7840;2508
4517;5967;133
5484;4095;8763
4514;1218;6389
5487;9346;8032
4511;3456;5657
5490;1584;4287
4508;8707;1913
5493;6835;9538
4505;4963;7164
5496;7108;1776
4502;4232;9402
5499;2359;7027
4499;487;4653
5502;8615;7301
4496;5738;4926
5505;9848;2552
4493;7976;177
5508;6104;8807
4490;3227;6433
5511;1355;41
4487;9923;7666
5514;8050;6296
4484;5174;3922
5517;3302;1547
4481;1429;9173
5520;5539;8243
4478;2663;5868
5523;791;3494
4475;8918;1119
5526;7046;5732
4472;4169;3357
5529;6315;983
4469;4442;8608
5532;2570;7238
4466;9694;4864
5535;7821;6507
4463;1931;4133
5538;59;2762
4460;7183;388
5541;5310;8014
4457;3438;5639
5544;5583;251
4454;2707;7877
5547;835;5503
4451;8962;3128
5550;7090;5776
4448;4213;3401
5553;8324;1027
4445;6451;8652
5556;4579;7282
4442;1702;4908
5559;9830;8516
4439;1975;6141
5562;103;4771
4436;7227;2397
5565;5354;22
4433;3482;7648
5568;7592;295
4430;4716;7921
5571;2843;5547
4427;971;3172
5574;9099;7784
4424;6222;5410
5577;6227;3036
4421;4354;661
5580;2482;9291
4418;9606;6917
5583;7733;6419
4415;1843;4045
5586;9971;2675
4412;7095;300
5589;5222;7926
4409;3350;5551
5592;5495;164
4406;2619;7789
5595;747;5415
4403;8874;3040
5598;7002;5688
4400;4125;3313
5601;8236;939
4397;6363;8564
5604;4491;7194
4394;1614;4820
5607;9742;8428
4391;1887;6053
5610;15;4683
4388;7139;2309
5613;5266;9934
4385;3394;7560
5616;7504;208
4382;4628;7833
5619;2755;5459
4379;883;3084
5622;9011;7697
4376;6134;5322
5625;8280;2948
4373;6407;573
5628;4535;9203
4370;1658;6829
5631;9786;8472
4367;3896;6097
5634;2024;4727
4364;9147;2353
5637;7275;9978
4361;5403;7604
5640;5407;2216
4358;2531;9842
5643;659;7467
4355;8786;5093
5646;6914;5600
4352;4037;3225
5649;8148;851
4349;6275;8476
5652;4403;7106
4346;1526;4732
5655;9654;8340
4343;1799;5965
5658;9927;4595
4340;7051;2221
5661;5178;9846
4337;3306;7472
5664;7416;120
4334;4540;7745
5667;2667;5371
4331;795;2996
5670;8923;7609
4328;6046;5234
5673;8192;2860
4325;6319;485
5676;4447;9115
4322;1570;6741
5679;9698;8384
4319;3808;6009
5682;1936;4639
4316;9059;2265
5685;7187;9890
4313;5315;7516
5688;7460;2128
4310;4584;9754
5691;2711;7379
4307;839;5005
5694;8967;7653
4304;6090;5278
5697;200;2904
4301;8328;529
5700;6456;9159
4298;3579;6785
5703;1707;393
4295;1711;8018
5706;9839;6648
4292;6963;4274
5709;5090;1899
4289;3218;9525
5712;7328;32
4286;4452;7657
5715;2579;5283
4283;707;2908
5718;8835;7521
4280;5958;5146
5721;8104;2772
4277;6231;397
5724;4359;9027
4274;1482;6653
5727;9610;8296
4271;3720;5921
5730;1848;4551
4268;8971;2177
5733;7099;9802
4265;5227;7428
5736;7372;2040
4262;4496;9666
5739;2623;7291
4259;751;4917
5742;8879;7565
4256;6002;5190
5745;112;2816
4253;8240;441
5748;6368;9071
4250;3491;6697
5751;1619;305
4247;3764;7930
5754;1892;6560
4244;9015;4186
5757;7143;1811
4241;5271;9437
5760;9381;2084
4238;6504;9710
5763;4632;7335
4235;2760;4961
5766;888;9573
4232;8011;7199
5769;6579;4824
4229;4706;2450
5772;2834;1080
4226;9958;8705
5775;8085;6771
4223;2195;4397
5778;323;3026
4220;7447;652
5781;5574;8278
4217;3702;5903
5784;5847;515
4214;2971;8141
5787;1098;5767
4211;9226;3392
5790;7354;6040
4208;4477;3665
5793;8587;1291
4205;6715;8916
5796;4843;7546
4202;1966;5172
5799;94;8780
4199;2239;6405
5802;367;5035
4196;7491;2661
5805;5618;286
4193;3746;7912
5808;7856;559
4190;4980;1833
5811;3107;9459
4187;1235;7084
5814;9363;8048
4184;6486;5674
5817;8631;3300
4181;6759;925
5820;4887;9555
4178;2010;7181
5823;138;2472
4175;4248;97
5826;2376;8727
4172;9499;6353
5829;7627;3978
4169;5755;1604
5832;5759;6216
4166;2883;3842
5835;1010;1467
4163;9138;9093
5838;7266;5952
4160;4389;3577
5841;8500;1203
4157;6627;8828
5844;4755;7458
4154;1878;5084
5847;6;8692
4151;2151;6317
5850;279;4947
4148;7403;2573
5853;5530;198
4145;3658;7824
5856;7768;471
4142;4892;8097
5859;3019;5723
4139;1147;3348
5862;9275;7960
4136;6398;5586
5865;8543;3212
4133;6671;837
5868;4799;9467
4130;1922;7093
5871;50;8736
4127;4160;6361
5874;2288;4991
4124;9411;2617
5877;7539;242
4121;5667;7868
5880;7812;2480
4118;4936;106
5883;3063;7731
4115;1191;5357
5886;9319;8004
4112;6442;5630
5889;552;3256
4109;8680;881
5892;6808;9511
4106;3931;7137
5895;2059;745
4103;2063;8370
5898;191;7000
4100;7315;4626
5901;5442;2251
4097;3570;9877
5904;7680;383
4094;4804;8009
5907;2931;5635
4091;1059;3260
5910;9187;7872
4088;6310;5498
5913;8456;3124
4085;6583;749
5916;4711;9379
4082;1834;7005
5919;9962;8648
4079;4072;6273
5922;2200;4903
4076;9323;2529
5925;7451;154
4073;5579;7780
5928;7724;2392
4070;4848;18
5931;2975;7643
4067;1103;5269
5934;9231;7916
4064;6354;5542
5937;464;3168
4061;8592;793
5940;6720;9423
4058;3843;7049
5943;1971;657
4055;4116;8282
5946;2244;6912
4052;9367;4538
5949;7495;2163
4049;5623;9789
5952;9733;2436
4046;6856;62
5955;4984;7687
4043;3112;5313
5958;1240;9925
4040;8363;7551
5961;8368;5176
4037;6495;2802
5964;4623;1432
4034;1746;9057
5967;9874;8560
4031;3984;6185
5970;2112;4815
4028;9235;2441
5973;7363;66
4025;5491;7692
5976;7636;2304
4022;4760;9930
5979;2887;7555
4019;1015;5181
5982;9143;7828
4016;6266;5454
5985;376;3080
4013;8504;705
5988;6632;9335
4010;3755;6961
5991;1883;569
4007;4028;8194
5994;2156;6824
4004;9279;4450
5997;7407;2075
4001;5535;9701
6000;9645;2348
3998;6768;9974
6003;4896;7599
3995;3024;5225
6006;1152;9837
3992;8275;7463
6009;420;5088
3989;8548;2714
6012;6676;1344
3986;3799;8969
6015;1927;613
3983;6037;8238
6018;4165;6868
3980;1288;4494
6021;9416;2119
3977;7544;9745
6024;1859;4357
3974;8982;1983
6027;7110;9608
3971;5238;7234
6030;3365;9952
3968;489;7577
6033;4599;5203
3965;2727;2828
6036;854;1458
3962;7978;9084
6039;6105;2692
3959;8251;317
6042;6379;8947
3956;3502;6573
6045;1630;4198
3953;9757;1824
6048;3868;4471
3950;991;2097
6051;9119;9723
3947;7246;7348
6054;5374;1960
3944;2498;9586
6057;4643;7212
3941;2771;4837
6060;898;3467
3938;8022;1093
6063;6149;2736
3935;260;361
6066;8387;8991
3932;5511;6617
6069;3638;4242
3929;1766;1868
6072;3912;6480
3926;1035;4106
6075;9163;1731
3923;7290;9357
6078;5418;2004
3920;2542;9630
6081;6652;7256
3917;4779;4881
6084;2907;3511
3914;31;1137
6087;8158;4745
3911;8163;2370
6090;6291;1000
3908;3414;8626
6093;1542;6251
3905;9669;3877
6096;3780;4383
3902;903;2009
6099;9031;9635
3899;7158;7260
6102;5286;1872
3896;2410;9498
6105;4555;7124
3893;2683;4749
6108;810;3379
3890;7934;1005
6111;6061;2648
3887;172;273
6114;8299;8903
3884;5423;6529
6117;3550;4154
3881;1678;1780
6120;3824;6392
3878;947;4018
6123;9075;1643
3875;7202;9269
6126;5330;1916
3872;2454;9542
6129;6564;7168
3869;4691;4793
6132;2819;3423
3866;9943;1049
6135;8070;4657
3863;216;2282
6138;8343;912
3860;5467;8538
6141;3594;6163
3857;1722;3789
6144;5832;6436
3854;2956;4062
6147;1083;1687
3851;9211;9313
6150;7339;3925
3848;4462;1551
6153;4467;9176
3845;2595;6802
6156;722;5432
3842;7846;3057
6159;5973;2560
3839;84;185
6162;8211;8815
3836;5335;6441
6165;3462;4066
3833;1590;1692
6168;3736;6304
3830;859;3930
6171;8987;1555
3827;7114;9181
6174;5242;1828
3824;2366;9454
6177;6476;7080
3821;4603;4705
6180;2731;3335
3818;9855;961
6183;7982;4569
3815;128;2194
6186;8255;824
3812;5379;8450
6189;3506;6075
3809;1634;3701
6192;5744;6348
3806;2868;3974
6195;995;1599
3803;9123;9225
6198;7251;3837
3800;4374;1463
6201;6520;9088
3797;4647;6714
6204;2775;5344
3794;9899;2969
6207;8026;4613
3791;2136;2238
6210;264;868
3788;7388;8494
6213;5515;6119
3785;3643;3745
6216;3648;8357
3782;771;5983
6219;8899;3608
3779;7026;1234
6222;5154;1740
3776;2278;9366
6225;6388;6992
3773;4515;4617
6228;2643;3247
3770;9767;873
6231;7894;4481
3767;40;2106
6234;8167;736
3764;5291;8362
6237;3418;5987
3761;1546;3613
6240;5656;6260
3758;2780;3886
6243;907;1511
3755;9035;9137
6246;7163;3749
3752;4286;1375
6249;6432;9000
3749;4559;6626
6252;2687;5256
3746;9811;2881
6255;7938;4525
3743;2048;2150
6258;176;780
3740;7300;8406
6261;5427;6031
3737;3555;3657
6264;5700;8269
3734;2824;5895
6267;951;3520
3731;9079;1146
6270;7207;3793
3728;4330;1419
6273;8440;9044
3725;6568;6670
6276;4696;5300
3722;1819;2925
6279;9947;6533
3719;8515;4159
6282;6643;2789
3716;3766;414
6285;1894;8040
3713;21;5666
6288;4132;6835
3710;1255;4460
6291;9383;2086
3707;7510;9711
6294;5638;4324
3704;2761;1949
6297;4907;9575
3701;3035;7200
6300;1162;5830
3698;8286;3456
6303;6413;5099
3695;524;2725
6306;8651;1355
3692;5775;8980
6309;3902;6606
3689;2030;4231
6312;4176;8844
3686;1299;6469
6315;9427;4095
3683;7554;1720
6318;5682;4368
3680;2805;1993
6321;6916;9619
3677;5043;7244
6324;3171;5874
3674;294;3500
6327;8422;7108
3671;568;4733
6330;8695;3363
3668;5819;989
6333;3946;8615
3665;2074;6240
6336;6184;8888
3662;3308;6513
6339;1435;4139
3659;9563;1764
6342;7691;6377
3656;4814;4002
6345;4819;1628
3653;2947;9253
3650;8198;5509
6350;1577;262
3647;436;2637
6353;2810;5513
3644;5687;8892
6356;9066;1769
3641;1942;4143
6359;4317;3002
3638;1211;6381
6362;4590;9258
3635;7466;1632
6365;9841;4509
3632;2718;1905
6368;2079;4782
3629;4955;7156
6371;7330;33
6374;3585;2271
3624;709;9897
6377;2854;7522
3621;982;5148
6380;9110;3778
3618;6233;1403
6383;4361;3046
3615;8471;672
6386;6599;9302
3612;3722;6927
6389;1850;4553
3609;9977;2178
6392;2123;6791
3606;9246;4416
6395;7374;2042
3603;5502;9667
6398;3629;2315
3600;753;9941
6401;4863;7566
3597;2991;5192
6404;1118;3822
3594;8242;1447
6407;6369;5055
3591;6374;2681
6410;4502;1311
3588;1625;8936
6413;9753;6562
3585;7881;4187
6416;1991;4694
3582;9114;2320
6419;7242;9945
3579;5370;7571
6422;3497;2183
3576;621;9809
6425;2766;7434
3573;894;5060
6428;9022;3690
3570;6145;1315
6431;4273;2958
3567;8383;584
6434;6511;9214
3564;3634;6839
6437;1762;4465
3561;9889;2090
6440;2035;6703
3558;9158;4328
6443;7286;1954
3555;5414;9579
6446;3541;2227
3552;665;9853
6449;4775;7478
3549;2903;5104
6452;1030;3734
3546;8154;1359
6455;6281;4967
3543;8427;2593
6458;6555;1223
3540;3678;8848
6461;1806;6474
3537;9933;4099
6464;4044;6747
3534;1167;4372
6467;9295;1998
3531;7422;9623
6470;5550;4236
3528;2674;1861
6473;2678;9487
3525;806;7112
6476;8934;5742
3522;6057;3368
6479;4185;2870
3519;8295;496
6482;6423;9126
3516;3546;6751
6485;1674;4377
3513;9801;2002
6488;1947;6615
3510;9070;4240
6491;7198;1866
3507;5326;9491
6494;3453;2139
3504;577;9765
6497;4687;7390
3501;2815;5016
6500;942;3646
3498;8066;1271
6503;6193;4879
3495;8339;2505
6506;6467;1135
3492;3590;8760
6509;1718;6386
3489;9845;4011
6512;3956;6659
3486;1079;4284
6515;9207;1910
3483;7334;9535
6518;5462;4148
3480;2586;1773
6521;4731;9399
3477;2859;7024
6524;986;5654
3474;8110;3280
6527;6237;4923
3471;348;2549
6530;8475;1179
3468;5599;8804
6533;3726;6430
3465;1854;4055
6536;422;8668
3462;7545;6293
6539;5673;3919
